id_municipio,idhm,idhm_educacao,idhm_renda,idhm_longevidade,pib_per_capita,indice_gini,taxa_abandono_fundamental,populacao_estimada,porte_municipio
1508001,0.669,0.587,0.654,0.766,16410.57,0.531,1.76,14790,Pequeno I (< 20k)
2201051,0.657,0.583,0.629,0.758,15556.93,0.504,2.86,15733,Pequeno I (< 20k)
2201200,0.642,0.566,0.616,0.743,20953.88,0.512,2.34,33114,Pequeno II (20k - 50k)
2926103,0.733,0.667,0.698,0.834,26707.76,0.561,1.71,4316,Pequeno I (< 20k)
2930006,0.658,0.585,0.631,0.759,14828.31,0.541,2.78,33419,Pequeno II (20k - 50k)
3524709,0.749,0.686,0.756,0.804,37562.02,0.494,1.45,81168,Médio (50k - 100k)
3536703,0.744,0.681,0.753,0.799,65865.19,0.503,1.6,7619,Pequeno I (< 20k)
5213053,0.704,0.637,0.718,0.758,36245.27,0.56,1.04,80252,Médio (50k - 100k)
2302602,0.659,0.585,0.631,0.76,13292.29,0.52,2.57,17883,Pequeno I (< 20k)
2309409,0.68,0.609,0.651,0.781,29743.94,0.505,2.95,24209,Pequeno II (20k - 50k)
5003488,0.752,0.69,0.761,0.806,37075.11,0.495,1.94,12011,Pequeno I (< 20k)
2103257,0.705,0.637,0.673,0.806,7671.33,0.516,1.7,25801,Pequeno II (20k - 50k)
2204808,0.702,0.632,0.67,0.803,18252.91,0.539,2.29,2116,Pequeno I (< 20k)
3134806,0.766,0.705,0.772,0.821,41207.29,0.474,1.26,9324,Pequeno I (< 20k)
4321451,0.833,0.78,0.831,0.888,71446.86,0.465,0.34,14291,Pequeno I (< 20k)
3162401,0.69,0.621,0.703,0.745,59689.66,0.527,1.61,33207,Pequeno II (20k - 50k)
2201988,0.654,0.581,0.627,0.755,22997.06,0.534,2.24,1658,Pequeno I (< 20k)
2312007,0.766,0.703,0.727,0.867,23226.9,0.554,2.85,4347,Pequeno I (< 20k)
2907103,0.71,0.641,0.677,0.811,12202.56,0.561,2.83,57188,Médio (50k - 100k)
2111607,0.665,0.592,0.637,0.766,17695.66,0.556,3.2,15089,Pequeno I (< 20k)
2313401,0.64,0.564,0.614,0.741,27192.53,0.583,2.76,17866,Pequeno I (< 20k)
3201308,0.761,0.699,0.767,0.816,41519.13,0.469,1.32,34327,Pequeno II (20k - 50k)
3543402,0.773,0.713,0.779,0.828,58580.07,0.533,1.91,2564,Pequeno I (< 20k)
2306108,0.694,0.624,0.663,0.795,20486.06,0.551,2.65,30338,Pequeno II (20k - 50k)
2501005,0.643,0.568,0.617,0.744,19357.48,0.567,3.16,3574,Pequeno I (< 20k)
5100201,0.739,0.676,0.749,0.793,75957.32,0.512,2.22,23279,Pequeno II (20k - 50k)
2101103,0.635,0.559,0.61,0.736,20759.3,0.542,2.27,28909,Pequeno II (20k - 50k)
2605152,0.654,0.58,0.627,0.755,14372.53,0.577,2.4,2899,Pequeno I (< 20k)
2613602,0.664,0.592,0.636,0.765,23576.26,0.535,1.62,16347,Pequeno I (< 20k)
2928802,0.666,0.593,0.637,0.767,19623.04,0.532,2.93,12542,Pequeno I (< 20k)
3108909,0.741,0.678,0.75,0.796,40936.37,0.481,0.24,49764,Pequeno II (20k - 50k)
3165305,0.752,0.69,0.76,0.807,81976.89,0.446,1.78,2994,Pequeno I (< 20k)
5007505,0.743,0.68,0.752,0.797,60993.03,0.515,2.34,9013,Pequeno I (< 20k)
2801108,0.679,0.607,0.649,0.78,12369.69,0.587,2.29,3937,Pequeno I (< 20k)
2305407,0.755,0.691,0.718,0.856,24749.47,0.542,1.41,111119,Grande (100k - 500k)
2707909,0.635,0.56,0.61,0.736,9258.22,0.511,2.16,20533,Pequeno II (20k - 50k)
2913903,0.671,0.599,0.642,0.772,25223.23,0.574,2.51,5711,Pequeno I (< 20k)
2915809,0.678,0.606,0.648,0.779,12312.69,0.545,1.1,50872,Médio (50k - 100k)
3140506,0.783,0.724,0.788,0.838,61697.34,0.485,0.77,8497,Pequeno I (< 20k)
3152204,0.762,0.7,0.768,0.817,57428.19,0.544,1.27,118756,Grande (100k - 500k)
3507209,0.773,0.713,0.778,0.828,26014.72,0.511,0.34,13334,Pequeno I (< 20k)
3555000,0.824,0.769,0.825,0.879,47147.49,0.398,1.97,4491,Pequeno I (< 20k)
2305266,0.669,0.597,0.641,0.77,27097.54,0.549,2.71,57118,Médio (50k - 100k)
2500403,0.678,0.607,0.649,0.779,16352.46,0.512,2.23,57705,Médio (50k - 100k)
2911808,0.644,0.569,0.618,0.745,12876.28,0.589,3.02,5196,Pequeno I (< 20k)
3537800,0.795,0.737,0.798,0.85,36251.59,0.478,1.39,13634,Pequeno I (< 20k)
4104907,0.737,0.674,0.744,0.792,31905.45,0.482,1.16,4554,Pequeno I (< 20k)
2304285,0.674,0.602,0.645,0.775,21295.66,0.522,2.51,3901,Pequeno I (< 20k)
3537602,0.763,0.702,0.769,0.818,87074.71,0.453,2.2,3261,Pequeno I (< 20k)
3557006,0.819,0.763,0.82,0.874,48516.89,0.474,1.55,4197,Pequeno I (< 20k)
2313609,0.618,0.541,0.595,0.719,7500.0,0.514,2.24,18695,Pequeno I (< 20k)
2109239,0.673,0.601,0.644,0.774,14001.96,0.548,3.03,21355,Pequeno II (20k - 50k)
2211407,0.605,0.526,0.583,0.706,17865.98,0.528,2.63,85099,Médio (50k - 100k)
3123403,0.735,0.67,0.744,0.79,28477.98,0.549,1.93,125802,Grande (100k - 500k)
3146107,0.739,0.675,0.748,0.794,45455.43,0.499,1.92,13851,Pequeno I (< 20k)
3161007,0.733,0.669,0.743,0.788,35355.34,0.492,0.9,3804,Pequeno I (< 20k)
3502101,0.784,0.725,0.788,0.839,91229.35,0.485,1.29,16509,Pequeno I (< 20k)
2804201,0.725,0.658,0.691,0.826,13581.19,0.529,2.33,44122,Pequeno II (20k - 50k)
3139706,0.77,0.709,0.775,0.825,77721.91,0.494,2.12,37700,Pequeno II (20k - 50k)
5005400,0.716,0.649,0.728,0.77,61843.33,0.492,1.71,17798,Pequeno I (< 20k)
2605301,0.661,0.588,0.633,0.762,27066.68,0.559,3.22,2098,Pequeno I (< 20k)
2925303,0.625,0.548,0.601,0.726,20140.74,0.534,2.26,104376,Grande (100k - 500k)
4113254,0.855,0.804,0.851,0.91,47428.87,0.513,1.48,302860,Grande (100k - 500k)
2303402,0.648,0.574,0.622,0.749,22779.99,0.565,1.56,5365,Pequeno I (< 20k)
2606804,0.643,0.568,0.617,0.744,16524.56,0.51,1.6,15742,Pequeno I (< 20k)
2610707,0.635,0.56,0.61,0.736,28109.48,0.538,3.6,165268,Grande (100k - 500k)
2700102,0.661,0.588,0.634,0.762,13526.86,0.522,2.92,9898,Pequeno I (< 20k)
2902906,0.649,0.574,0.622,0.75,36952.98,0.555,2.22,30066,Pequeno II (20k - 50k)
2904605,0.593,0.514,0.572,0.694,26831.91,0.601,2.97,11193,Pequeno I (< 20k)
2914000,0.666,0.593,0.637,0.767,15851.57,0.565,2.25,16794,Pequeno I (< 20k)
4125100,0.754,0.693,0.76,0.809,32105.3,0.533,1.89,80232,Médio (50k - 100k)
5007695,0.8,0.743,0.804,0.854,45255.63,0.472,1.24,8384,Pequeno I (< 20k)
2921005,0.677,0.605,0.648,0.778,22690.65,0.501,2.94,4019,Pequeno I (< 20k)
2926004,0.628,0.551,0.603,0.729,21737.5,0.554,3.62,6063,Pequeno I (< 20k)
3528502,0.772,0.711,0.777,0.827,51468.73,0.481,2.21,4466,Pequeno I (< 20k)
2302404,0.677,0.605,0.647,0.778,10736.94,0.566,2.96,17553,Pequeno I (< 20k)
2504603,0.71,0.641,0.677,0.811,15319.19,0.551,2.34,59328,Médio (50k - 100k)
2803500,0.718,0.651,0.685,0.819,12543.23,0.61,2.03,8118,Pequeno I (< 20k)
2910800,0.678,0.607,0.649,0.779,19894.06,0.48,2.18,75389,Médio (50k - 100k)
3165537,0.707,0.64,0.719,0.762,30683.29,0.494,0.64,7860,Pequeno I (< 20k)
2311108,0.66,0.587,0.633,0.761,15373.77,0.562,2.69,11098,Pequeno I (< 20k)
2304269,0.651,0.577,0.624,0.752,26777.34,0.513,3.46,11604,Pequeno I (< 20k)
2311801,0.673,0.601,0.644,0.774,24195.67,0.532,3.73,5204,Pequeno I (< 20k)
2924009,0.61,0.532,0.588,0.711,14579.81,0.559,2.01,25831,Pequeno II (20k - 50k)
3520103,0.851,0.798,0.848,0.906,38274.72,0.468,0.62,42258,Pequeno II (20k - 50k)
3529401,0.836,0.782,0.835,0.891,68300.62,0.524,1.04,14617,Pequeno I (< 20k)
3543006,0.782,0.722,0.786,0.837,32950.01,0.521,2.7,76776,Médio (50k - 100k)
2806701,0.56,0.477,0.543,0.661,27247.5,0.554,2.91,9134,Pequeno I (< 20k)
2613008,0.671,0.599,0.642,0.772,9062.93,0.54,2.73,47887,Pequeno II (20k - 50k)
2906501,0.704,0.635,0.672,0.805,26138.12,0.533,3.12,15041,Pequeno I (< 20k)
2918100,0.666,0.593,0.637,0.767,18565.04,0.573,2.24,9189,Pequeno I (< 20k)
3527603,0.717,0.651,0.728,0.772,53680.37,0.482,0.97,3885,Pequeno I (< 20k)
3550209,0.783,0.724,0.788,0.838,38551.12,0.507,1.72,25100,Pequeno II (20k - 50k)
2511905,0.675,0.604,0.646,0.776,17813.0,0.523,3.28,23889,Pequeno II (20k - 50k)
1100288,0.669,0.587,0.654,0.766,39089.65,0.524,1.63,8627,Pequeno I (< 20k)
2301000,0.625,0.548,0.6,0.726,19388.99,0.553,3.42,5924,Pequeno I (< 20k)
2905909,0.635,0.559,0.61,0.736,18398.79,0.493,2.89,9216,Pequeno I (< 20k)
2925501,0.719,0.652,0.686,0.82,11361.11,0.501,2.36,68591,Médio (50k - 100k)
5002209,0.725,0.66,0.736,0.779,45830.09,0.517,0.45,12887,Pequeno I (< 20k)
3165503,0.764,0.703,0.77,0.819,52333.38,0.504,1.45,2962,Pequeno I (< 20k)
2606101,0.704,0.636,0.672,0.805,24380.45,0.538,3.07,8426,Pequeno I (< 20k)
3160108,0.742,0.679,0.751,0.797,62820.05,0.409,1.44,10881,Pequeno I (< 20k)
4124509,0.724,0.66,0.733,0.779,53391.16,0.478,0.65,45367,Pequeno II (20k - 50k)
5300108,0.688,0.619,0.702,0.742,66167.76,0.534,1.5,10817,Pequeno I (< 20k)
5003504,0.738,0.675,0.748,0.792,36166.51,0.479,1.85,14875,Pequeno I (< 20k)
2614857,0.691,0.621,0.66,0.792,13193.18,0.567,2.33,21101,Pequeno II (20k - 50k)
2202208,0.63,0.554,0.606,0.731,23107.38,0.517,2.93,19820,Pequeno I (< 20k)
2511400,0.655,0.581,0.627,0.756,25527.76,0.608,2.39,17587,Pequeno I (< 20k)
2911105,0.712,0.644,0.679,0.813,16369.3,0.529,2.98,7993,Pequeno I (< 20k)
2917300,0.597,0.518,0.576,0.698,8771.63,0.538,2.0,23464,Pequeno II (20k - 50k)
2310704,0.745,0.68,0.709,0.846,12316.59,0.54,2.63,8129,Pequeno I (< 20k)
2106755,0.661,0.588,0.633,0.762,13890.96,0.555,2.86,87301,Médio (50k - 100k)
2110039,0.703,0.634,0.671,0.804,15511.14,0.54,3.0,4358,Pequeno I (< 20k)
2111300,0.694,0.625,0.663,0.795,20026.41,0.476,3.33,22993,Pequeno II (20k - 50k)
2913200,0.662,0.589,0.634,0.763,23055.7,0.509,2.56,10747,Pequeno I (< 20k)
3204906,0.819,0.763,0.82,0.874,15725.03,0.475,1.11,8784,Pequeno I (< 20k)
3515707,0.748,0.685,0.756,0.803,88807.61,0.48,1.26,40052,Pequeno II (20k - 50k)
4120804,0.812,0.756,0.812,0.867,32992.21,0.474,1.48,33275,Pequeno II (20k - 50k)
5007901,0.731,0.667,0.742,0.785,45255.05,0.469,1.11,8979,Pequeno I (< 20k)
5008305,0.802,0.744,0.805,0.856,87707.16,0.505,1.97,10170,Pequeno I (< 20k)
2310407,0.699,0.629,0.667,0.8,18330.34,0.544,2.33,2629,Pequeno I (< 20k)
3140001,0.807,0.751,0.809,0.862,36503.44,0.539,1.04,68317,Médio (50k - 100k)
3167004,0.781,0.721,0.785,0.836,38964.51,0.472,1.87,3369,Pequeno I (< 20k)
4127957,0.758,0.697,0.764,0.813,42616.41,0.493,1.48,4330,Pequeno I (< 20k)
2310258,0.66,0.587,0.632,0.761,26007.74,0.565,2.37,21715,Pequeno II (20k - 50k)
5105606,0.768,0.707,0.775,0.822,37107.31,0.524,2.01,47448,Pequeno II (20k - 50k)
2304236,0.683,0.612,0.653,0.784,13396.75,0.597,2.38,48261,Pequeno II (20k - 50k)
2701001,0.699,0.63,0.668,0.8,28633.9,0.54,1.57,25867,Pequeno II (20k - 50k)
2305209,0.634,0.558,0.609,0.735,17736.38,0.55,2.39,15321,Pequeno I (< 20k)
2604106,0.64,0.565,0.614,0.741,19598.77,0.551,1.25,13786,Pequeno I (< 20k)
2706000,0.688,0.618,0.658,0.789,15981.08,0.508,3.67,10814,Pequeno I (< 20k)
2923001,0.588,0.508,0.568,0.689,18128.21,0.512,2.04,7652,Pequeno I (< 20k)
3201704,0.79,0.732,0.794,0.845,27793.77,0.468,1.74,27026,Pequeno II (20k - 50k)
2912202,0.724,0.657,0.69,0.825,17344.17,0.599,2.56,7329,Pequeno I (< 20k)
2918357,0.715,0.648,0.682,0.816,22507.71,0.542,2.73,3745,Pequeno I (< 20k)
4116802,0.785,0.727,0.788,0.84,60487.75,0.5,0.2,37537,Pequeno II (20k - 50k)
3200102,0.714,0.647,0.725,0.769,33695.19,0.479,1.08,32696,Pequeno II (20k - 50k)
5007208,0.77,0.709,0.776,0.824,47919.78,0.512,2.14,60690,Médio (50k - 100k)
1200609,0.689,0.609,0.672,0.786,22689.26,0.487,2.19,35631,Pequeno II (20k - 50k)
3550605,0.726,0.661,0.736,0.781,41816.42,0.539,1.69,110027,Grande (100k - 500k)
5007554,0.734,0.67,0.744,0.788,66570.45,0.538,1.98,6389,Pequeno I (< 20k)
3162559,0.831,0.776,0.83,0.886,61400.56,0.514,1.27,15504,Pequeno I (< 20k)
3546603,0.768,0.707,0.774,0.823,41067.47,0.521,0.81,2231,Pequeno I (< 20k)
3554102,0.779,0.719,0.784,0.834,57497.15,0.467,1.47,1990,Pequeno I (< 20k)
4117271,0.786,0.729,0.789,0.841,73804.18,0.509,0.93,15365,Pequeno I (< 20k)
3203700,0.8,0.742,0.803,0.855,57141.34,0.446,1.38,194113,Grande (100k - 500k)
1720804,0.63,0.544,0.619,0.727,21897.43,0.516,3.68,20741,Pequeno II (20k - 50k)
2205805,0.656,0.582,0.629,0.757,16683.95,0.529,3.0,4717,Pequeno I (< 20k)
2807501,0.666,0.593,0.638,0.767,21921.7,0.551,2.19,4385,Pequeno I (< 20k)
3201209,0.719,0.653,0.73,0.774,54469.78,0.526,0.2,4629,Pequeno I (< 20k)
2706307,0.717,0.649,0.684,0.818,23476.97,0.578,2.35,7905,Pequeno I (< 20k)
1100155,0.64,0.555,0.627,0.737,19498.36,0.541,2.31,70674,Médio (50k - 100k)
2915601,0.701,0.632,0.669,0.802,26504.08,0.522,2.09,19424,Pequeno I (< 20k)
2923704,0.699,0.629,0.667,0.8,18784.62,0.555,1.97,11762,Pequeno I (< 20k)
2923803,0.695,0.626,0.664,0.796,19165.76,0.562,2.3,65436,Médio (50k - 100k)
3132503,0.742,0.679,0.751,0.797,43119.34,0.441,0.67,28058,Pequeno II (20k - 50k)
5005004,0.72,0.654,0.732,0.774,24501.58,0.49,1.44,13059,Pequeno I (< 20k)
2200053,0.689,0.618,0.658,0.79,27222.56,0.521,1.48,9193,Pequeno I (< 20k)
2208304,0.692,0.622,0.661,0.793,16974.0,0.493,3.16,86261,Médio (50k - 100k)
2304202,0.593,0.513,0.572,0.694,17829.39,0.578,2.25,20744,Pequeno II (20k - 50k)
2601300,0.596,0.516,0.575,0.697,25368.15,0.548,2.8,7484,Pequeno I (< 20k)
2805901,0.675,0.603,0.646,0.776,21180.55,0.541,2.68,14748,Pequeno I (< 20k)
3555406,0.704,0.637,0.716,0.759,56530.36,0.497,1.5,6492,Pequeno I (< 20k)
5205059,0.736,0.672,0.746,0.79,30229.73,0.457,1.42,9752,Pequeno I (< 20k)
2201929,0.629,0.553,0.604,0.73,14336.94,0.514,3.78,8031,Pequeno I (< 20k)
2205565,0.63,0.553,0.605,0.731,18171.88,0.473,3.33,20558,Pequeno II (20k - 50k)
2307106,0.661,0.588,0.633,0.762,16308.28,0.515,1.76,2880,Pequeno I (< 20k)
2601102,0.728,0.662,0.694,0.829,21669.19,0.573,2.03,37385,Pequeno II (20k - 50k)
2906873,0.699,0.63,0.668,0.8,16596.05,0.56,2.63,52675,Médio (50k - 100k)
2512705,0.652,0.578,0.625,0.753,12060.76,0.509,2.64,6976,Pequeno I (< 20k)
2603009,0.722,0.655,0.688,0.823,11936.28,0.564,2.89,54160,Médio (50k - 100k)
2112209,0.739,0.674,0.704,0.84,14753.94,0.577,2.75,73773,Médio (50k - 100k)
2206902,0.686,0.615,0.655,0.787,20090.97,0.562,2.43,36893,Pequeno II (20k - 50k)
3503208,0.742,0.679,0.751,0.797,46440.48,0.523,0.54,16715,Pequeno I (< 20k)
3505708,0.695,0.626,0.708,0.75,59414.96,0.474,1.64,1725,Pequeno I (< 20k)
2602803,0.695,0.626,0.664,0.796,15383.1,0.546,3.42,4457,Pequeno I (< 20k)
2907509,0.686,0.616,0.656,0.787,18342.55,0.544,3.19,139339,Grande (100k - 500k)
2932200,0.614,0.536,0.591,0.715,22559.71,0.547,3.02,26620,Pequeno II (20k - 50k)
5000252,0.782,0.723,0.788,0.836,28854.03,0.48,0.75,7014,Pequeno I (< 20k)
2704807,0.642,0.567,0.616,0.743,28500.96,0.584,2.81,5401,Pequeno I (< 20k)
2910701,0.673,0.601,0.644,0.774,26744.83,0.593,3.63,31080,Pequeno II (20k - 50k)
3304607,0.772,0.712,0.778,0.827,48500.68,0.519,1.31,20932,Pequeno II (20k - 50k)
3518800,0.778,0.718,0.783,0.833,37881.93,0.527,0.24,25682,Pequeno II (20k - 50k)
3526308,0.798,0.74,0.801,0.853,61731.07,0.491,2.79,17579,Pequeno I (< 20k)
3541000,0.812,0.756,0.814,0.867,61752.18,0.485,1.18,22769,Pequeno II (20k - 50k)
5101407,0.654,0.582,0.673,0.708,32766.84,0.465,0.9,11373,Pequeno I (< 20k)
2105450,0.616,0.539,0.593,0.717,15138.16,0.565,2.51,21009,Pequeno II (20k - 50k)
2614600,0.674,0.602,0.644,0.775,21270.48,0.57,2.62,5439,Pequeno I (< 20k)
3205002,0.849,0.796,0.846,0.904,37546.41,0.514,0.48,12539,Pequeno I (< 20k)
3526803,0.754,0.692,0.761,0.809,47343.04,0.513,1.37,11127,Pequeno I (< 20k)
3530508,0.776,0.716,0.781,0.831,49145.47,0.478,0.65,13952,Pequeno I (< 20k)
2311959,0.67,0.597,0.641,0.771,25878.96,0.569,2.47,5903,Pequeno I (< 20k)
2802106,0.651,0.577,0.624,0.752,14192.93,0.502,3.22,3696,Pequeno I (< 20k)
2607307,0.767,0.705,0.729,0.868,35731.94,0.545,2.8,20492,Pequeno II (20k - 50k)
3516408,0.792,0.734,0.796,0.847,34314.05,0.543,1.85,43261,Pequeno II (20k - 50k)
5000609,0.847,0.794,0.846,0.901,59180.27,0.513,1.94,4993,Pequeno I (< 20k)
2305233,0.691,0.621,0.661,0.792,10796.2,0.583,1.59,14381,Pequeno I (< 20k)
3510401,0.723,0.657,0.733,0.778,29887.83,0.504,1.54,10279,Pequeno I (< 20k)
3148103,0.816,0.76,0.817,0.871,35431.39,0.58,1.11,2822,Pequeno I (< 20k)
3153608,0.761,0.7,0.768,0.816,33783.21,0.526,1.29,30565,Pequeno II (20k - 50k)
3145109,0.78,0.721,0.785,0.835,56367.13,0.465,2.11,10691,Pequeno I (< 20k)
3145000,0.741,0.678,0.75,0.796,59579.82,0.494,0.2,29775,Pequeno II (20k - 50k)
3133758,0.836,0.782,0.835,0.891,44139.37,0.484,1.68,1500,Pequeno I (< 20k)
2105963,0.647,0.572,0.62,0.748,14387.09,0.557,3.2,11744,Pequeno I (< 20k)
4203808,0.837,0.785,0.835,0.892,39765.88,0.486,0.69,4311,Pequeno I (< 20k)
3135209,0.741,0.678,0.75,0.796,46506.5,0.449,0.92,699797,Metrópole (> 500k)
3107109,0.748,0.685,0.755,0.803,83034.73,0.472,0.79,54396,Médio (50k - 100k)
3167103,0.788,0.729,0.792,0.843,76442.64,0.468,1.68,142420,Grande (100k - 500k)
3160702,0.71,0.643,0.721,0.765,46861.9,0.529,0.2,1500,Pequeno I (< 20k)
3118809,0.827,0.772,0.827,0.882,59742.95,0.496,1.75,4527,Pequeno I (< 20k)
2933109,0.65,0.576,0.623,0.751,17638.9,0.574,2.55,12590,Pequeno I (< 20k)
2916856,0.627,0.551,0.603,0.728,26515.58,0.525,2.93,38832,Pequeno II (20k - 50k)
2207405,0.65,0.575,0.623,0.751,12289.27,0.57,2.1,12914,Pequeno I (< 20k)
2201903,0.61,0.532,0.587,0.711,22648.82,0.57,3.03,32882,Pequeno II (20k - 50k)
4311718,0.854,0.803,0.85,0.909,61357.77,0.461,1.75,8726,Pequeno I (< 20k)
4322004,0.68,0.612,0.694,0.735,42262.47,0.501,0.92,40409,Pequeno II (20k - 50k)
2918407,0.635,0.56,0.61,0.736,25068.53,0.522,1.87,13863,Pequeno I (< 20k)
2926608,0.664,0.591,0.636,0.765,13547.55,0.539,2.56,62731,Médio (50k - 100k)
2920452,0.621,0.544,0.597,0.722,27611.82,0.484,2.34,3042,Pequeno I (< 20k)
2919504,0.715,0.648,0.682,0.816,21356.71,0.533,3.56,26316,Pequeno II (20k - 50k)
3300100,0.79,0.731,0.793,0.845,53108.15,0.518,0.8,9618,Pequeno I (< 20k)
3203346,0.718,0.652,0.729,0.773,50745.72,0.485,0.85,15162,Pequeno I (< 20k)
3200136,0.714,0.648,0.725,0.769,74507.72,0.518,0.7,218313,Grande (100k - 500k)
5206206,0.72,0.655,0.732,0.774,57154.03,0.502,1.88,28013,Pequeno II (20k - 50k)
4317202,0.774,0.715,0.778,0.829,70473.12,0.522,0.77,1954,Pequeno I (< 20k)
4310207,0.787,0.729,0.789,0.842,51820.78,0.505,0.84,62032,Médio (50k - 100k)
4213104,0.718,0.653,0.727,0.773,35104.61,0.473,1.55,22735,Pequeno II (20k - 50k)
2210003,0.665,0.592,0.637,0.766,14303.91,0.546,2.41,17685,Pequeno I (< 20k)
2200251,0.667,0.594,0.638,0.768,16678.28,0.539,2.36,7372,Pequeno I (< 20k)
2207009,0.633,0.557,0.608,0.734,18309.89,0.499,2.52,3421,Pequeno I (< 20k)
2925709,0.64,0.565,0.615,0.741,19247.42,0.563,2.66,54975,Médio (50k - 100k)
1507300,0.693,0.614,0.676,0.79,21415.69,0.525,2.38,8335,Pequeno I (< 20k)
3200607,0.79,0.732,0.794,0.845,49619.13,0.506,0.2,26106,Pequeno II (20k - 50k)
3302502,0.757,0.695,0.764,0.812,81755.51,0.538,0.2,3315,Pequeno I (< 20k)
2405207,0.64,0.565,0.614,0.741,13514.48,0.565,2.43,10351,Pequeno I (< 20k)
2112100,0.669,0.597,0.641,0.77,16638.59,0.559,2.3,97083,Médio (50k - 100k)
3143401,0.783,0.724,0.788,0.838,32173.36,0.499,0.62,6548,Pequeno I (< 20k)
4209102,0.73,0.667,0.739,0.785,41043.5,0.435,1.74,49668,Pequeno II (20k - 50k)
1504901,0.629,0.543,0.618,0.726,12357.49,0.565,2.79,4428,Pequeno I (< 20k)
4110706,0.763,0.703,0.768,0.818,42423.4,0.577,1.02,4257,Pequeno I (< 20k)
4318481,0.778,0.719,0.782,0.833,53008.39,0.472,0.81,7845,Pequeno I (< 20k)
4126603,0.786,0.728,0.789,0.841,33493.72,0.441,0.39,15862,Pequeno I (< 20k)
3154507,0.728,0.663,0.738,0.783,51308.93,0.496,2.0,175940,Grande (100k - 500k)
4125506,0.699,0.633,0.711,0.754,30373.55,0.452,1.35,21079,Pequeno II (20k - 50k)
1508100,0.706,0.628,0.687,0.803,15335.34,0.537,1.75,38055,Pequeno II (20k - 50k)
2607901,0.653,0.579,0.626,0.754,18234.8,0.539,2.77,60915,Médio (50k - 100k)
4117453,0.82,0.765,0.819,0.875,58011.82,0.443,0.24,10009,Pequeno I (< 20k)
1300029,0.631,0.546,0.62,0.728,15846.34,0.544,2.38,1610,Pequeno I (< 20k)
2208858,0.645,0.571,0.619,0.746,18979.24,0.571,3.57,10509,Pequeno I (< 20k)
2708006,0.678,0.607,0.649,0.779,21066.33,0.484,2.36,90395,Médio (50k - 100k)
4215802,0.766,0.706,0.771,0.821,46614.79,0.385,1.76,33767,Pequeno II (20k - 50k)
5102504,0.794,0.736,0.799,0.848,66616.86,0.483,1.52,11949,Pequeno I (< 20k)
2205508,0.605,0.527,0.583,0.706,37862.79,0.536,2.64,15303,Pequeno I (< 20k)
3114303,0.831,0.777,0.831,0.886,74645.68,0.469,0.56,20647,Pequeno II (20k - 50k)
4313904,0.805,0.75,0.806,0.86,41997.58,0.474,1.49,7378,Pequeno I (< 20k)
5217609,0.742,0.678,0.751,0.796,67405.36,0.464,2.18,63059,Médio (50k - 100k)
3134400,0.738,0.674,0.747,0.793,30906.22,0.485,1.34,22072,Pequeno II (20k - 50k)
2312304,0.694,0.624,0.663,0.795,31087.84,0.535,2.88,10840,Pequeno I (< 20k)
3112653,0.751,0.689,0.759,0.806,25580.17,0.499,1.84,3052,Pequeno I (< 20k)
4216602,0.824,0.77,0.823,0.879,55745.58,0.479,2.23,23159,Pequeno II (20k - 50k)
2708303,0.703,0.634,0.671,0.804,19179.25,0.542,2.41,54127,Médio (50k - 100k)
4204202,0.758,0.697,0.763,0.813,31332.86,0.511,1.47,47919,Pequeno II (20k - 50k)
2202737,0.705,0.637,0.673,0.806,42899.91,0.547,3.09,18266,Pequeno I (< 20k)
5211909,0.677,0.607,0.693,0.731,43681.6,0.49,1.47,6954,Pequeno I (< 20k)
2206001,0.654,0.58,0.627,0.755,19778.12,0.52,2.18,23305,Pequeno II (20k - 50k)
3145604,0.89,0.842,0.884,0.92,54520.58,0.448,0.26,9575,Pequeno I (< 20k)
3302205,0.758,0.696,0.765,0.813,49020.11,0.488,0.96,10649,Pequeno I (< 20k)
1718204,0.668,0.586,0.653,0.765,27133.6,0.527,2.14,25921,Pequeno II (20k - 50k)
2906907,0.661,0.588,0.634,0.762,12508.05,0.542,2.65,12574,Pequeno I (< 20k)
2105351,0.69,0.62,0.66,0.791,16280.3,0.505,2.71,15328,Pequeno I (< 20k)
3120870,0.838,0.784,0.837,0.893,52249.36,0.516,0.89,36296,Pequeno II (20k - 50k)
2614204,0.671,0.599,0.643,0.772,36345.88,0.552,4.15,14059,Pequeno I (< 20k)
2614105,0.571,0.489,0.552,0.672,37394.37,0.582,2.45,41128,Pequeno II (20k - 50k)
5107602,0.704,0.636,0.717,0.758,34408.31,0.512,1.76,22300,Pequeno II (20k - 50k)
2100055,0.723,0.657,0.689,0.824,15249.85,0.626,2.74,14762,Pequeno I (< 20k)
3134202,0.7,0.633,0.713,0.755,54100.66,0.461,1.34,30185,Pequeno II (20k - 50k)
1302504,0.664,0.582,0.65,0.761,18252.25,0.503,2.53,1509,Pequeno I (< 20k)
4208401,0.708,0.642,0.718,0.763,43739.97,0.478,0.74,6584,Pequeno I (< 20k)
3133808,0.772,0.711,0.777,0.827,58774.09,0.491,0.69,23079,Pequeno II (20k - 50k)
1200401,0.716,0.639,0.696,0.813,26468.22,0.528,2.98,16520,Pequeno I (< 20k)
4208500,0.726,0.662,0.735,0.781,29240.52,0.514,1.39,13473,Pequeno I (< 20k)
4206702,0.777,0.719,0.781,0.832,87525.89,0.452,0.89,6869,Pequeno I (< 20k)
