ano,id_municipio,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2024,3305752,60024145,33033017,1,2,3,0,0,0,,
2024,4125209,60032968,41085492,1,2,3,0,0,0,,
2024,4125704,60032867,41138794,1,2,3,0,0,0,,
2023,1506500,60001949,15084553,1,2,3,0,0,0,,
2023,1500305,60003273,15002230,1,2,3,0,0,0,,
2023,2103604,60005524,21044994,1,2,3,0,0,0,,
2023,2211100,60006525,22033747,1,2,3,0,0,0,,
2023,2303501,60009419,23094317,1,2,3,0,0,0,,
2023,3305802,60026161,33147819,1,2,3,0,0,0,,
2023,5218706,60042320,52038691,1,2,3,0,0,0,,
2024,1200336,60000614,12003752,1,2,3,0,0,0,,
2024,1302504,60000790,13015152,1,2,2,0,0,0,,
2024,1718550,60004174,17010572,1,2,3,0,0,0,,
2024,2403251,60010353,24018054,1,2,3,0,0,0,,
2024,3144656,60019285,31139693,1,2,3,0,0,0,,
2024,4106902,60033534,41134011,1,2,3,0,0,0,,
2024,4216206,60034862,42074604,1,2,3,0,0,0,,
2023,4305108,60037384,43089902,1,2,2,0,0,0,,
2023,4318705,60040048,43117466,1,2,3,0,0,0,,
2023,5103403,60041310,51015885,1,2,3,0,0,0,,
2023,5201108,60041654,52012602,1,2,3,0,0,0,,
2024,3111309,60020826,31196789,1,2,3,0,0,0,,
2024,3147709,60018573,31020320,1,2,3,0,0,0,,
2024,4107652,60034268,41054451,1,2,3,0,0,0,,
2023,1302603,60001177,13033452,1,2,3,0,0,0,,
2023,2927408,60018140,29115777,1,2,3,0,0,0,,
2023,3304557,60024968,33132279,1,2,3,0,0,0,,
2023,4106902,60033946,41044813,1,2,3,0,0,0,,
2024,2105500,60004973,21029299,1,2,3,0,0,0,,
2024,2800670,60014403,28007703,1,2,3,1,0,0,,
2024,3170206,60020807,31128142,1,2,3,0,0,0,,
2024,3303906,60023806,33067135,1,2,3,0,0,0,,
2024,4121406,60032892,41134876,1,2,3,0,0,0,,
2024,4209102,60035966,42048228,1,2,3,0,0,0,,
2023,3302403,60023754,33043581,1,2,3,1,1,0,636.5805,0.2280726
2023,3147907,60019893,31165525,1,2,2,1,1,1,778.5051,0.4216439
2023,3137205,60021940,31162084,1,2,2,1,1,1,831.4248,0.5453872
2023,4204806,60035456,42032344,1,2,3,1,1,0,742.069288,0.5858863
2023,3124807,60021989,31132417,1,2,2,1,1,1,831.4248125,0.591468
2023,1505908,60002898,15077517,1,2,3,1,1,0,721.9482352,0.6224676
2023,2922409,60016695,29035648,1,2,3,1,1,0,726.8051362,0.6334676
2023,3131307,60020702,31145139,1,2,2,1,1,1,780.7650818,0.635586
2023,3137205,60021940,31162082,1,2,2,1,1,1,852.2630719,0.6468101
2023,3107802,60020941,31171464,1,2,2,1,1,0,725.2518,0.6819631
2023,2305001,60007389,23076903,1,2,3,1,1,1,903.60064,0.688
2023,3136702,60019292,31152494,1,2,2,1,1,1,777.618,0.6959366
2023,3147006,60019835,31160959,1,2,2,1,1,1,791.1998,0.7054979
2023,3136702,60019304,31184587,1,2,2,1,1,0,687.3105,0.711919
2023,3155405,60021718,31028281,1,2,3,1,1,0,693.1449,0.7215192
2023,2932606,60016810,29056233,1,2,3,1,1,0,687.3823519,0.732007
2023,2306504,60007919,23091465,1,2,3,1,1,1,818.2283094,0.742029
2023,2309706,60008269,23031548,1,2,3,1,1,1,749.0801019,0.7558685
2023,3304557,60024863,33090163,1,2,3,1,1,1,778.8374,0.7582418
2023,1300102,60000511,13000875,1,2,2,1,1,1,776.0946405,0.7607383
2023,3118601,60018514,31181658,1,2,2,1,1,1,801.3291964,0.7632631
2023,3167202,60021948,31157683,1,2,2,1,1,1,786.8491,0.7706965
2023,3167202,60021948,31157658,1,2,2,1,1,1,852.2631,0.7706965
2023,2910057,60018064,29103957,1,2,3,1,1,1,772.0046562,0.7752144
2023,5218805,60042563,52056652,1,2,3,1,1,1,784.9216896,0.7783528
2023,3118601,60021815,31070715,1,2,3,1,1,0,732.0725995,0.783119
2023,3130556,60018730,31072114,1,2,3,1,1,0,700.9239,0.7857143
2023,4317806,60039046,43056200,1,2,3,1,1,1,756.2402393,0.8005601
2023,3170206,60020483,31155760,1,2,2,1,1,0,731.4258,0.8064927
2023,2300101,60008990,23067401,1,2,3,1,1,1,791.7477955,0.8067227
2023,3154606,60022277,31209407,1,2,3,1,1,1,750.9506562,0.8159325
2023,1507953,60003420,15095755,1,2,3,1,1,1,772.9036621,0.8163254
2023,1507953,60003420,15095754,1,2,3,1,1,1,743.8252654,0.8163254
2023,1507953,60003420,15095771,1,2,3,1,1,0,693.5029279,0.8163254
2023,5210406,60041680,52061557,1,2,3,1,1,1,768.0466317,0.8170871
2023,3146305,60020272,31161501,1,2,2,1,1,1,802.6845,0.8187965
2023,1501402,60003278,15020924,1,2,3,1,1,0,683.144502,0.8234559
2023,1501402,60003278,15020925,1,2,3,1,1,0,686.5936086,0.8234559
2023,4127700,60033105,41123379,1,2,3,1,1,1,743.7782642,0.8244846
2023,4127700,60033105,41123384,1,2,3,1,1,0,737.2984825,0.8244846
2023,4127700,60033105,41123371,1,2,3,1,1,1,766.5386301,0.8244846
2023,3162104,60019946,31064990,1,2,3,1,1,1,770.0081,0.8304576
2023,4119152,60034069,41011774,1,2,3,1,1,0,659.2449699,0.8347662
2023,4205407,60034817,42035157,1,2,2,1,1,1,815.9734245,0.8364097
2023,3107307,60021808,31040786,1,2,3,1,1,1,761.6219,0.8377245
2023,1301902,60000756,13012692,1,2,2,1,1,1,780.7055001,0.8403942
2023,4314902,60038443,43000614,1,2,3,1,1,1,749.0671612,0.8415617
2023,3123007,60020092,31149234,1,2,3,1,1,1,787.6281,0.8443249
2023,2702306,60014084,27017744,1,2,3,1,1,1,774.8316755,0.8448467
2023,4124020,60034527,41036674,1,2,3,1,1,0,726.5804464,0.849999
2023,4124020,60034527,41036685,1,2,3,1,1,1,767.5952356,0.849999
2023,2914604,60015351,29130437,1,2,3,1,1,0,738.1178719,0.8547759
2023,2922805,60018077,29035748,1,2,3,1,1,1,783.0210061,0.8557228
2023,2922805,60018077,29035756,1,2,3,1,1,0,719.6335948,0.8557228
2023,2314102,60007484,23080967,1,2,3,1,1,1,849.3384043,0.8571429
2023,2920908,60017208,29016966,1,2,3,1,1,0,721.0341539,0.8618672
2023,2911907,60015484,29057713,1,2,3,1,1,1,799.2679602,0.8647296
2023,1501709,60003192,15031126,1,2,3,1,1,0,717.1177904,0.8660197
2023,4206108,60036616,42012981,1,2,3,1,1,1,794.8160654,0.8663844
2023,4206108,60036616,42012994,1,2,3,1,1,1,775.9697485,0.8663844
2023,2927408,60017859,29108925,1,2,3,1,1,1,752.1285554,0.866612
2023,2905800,60017015,29023534,1,2,3,1,1,0,652.8933441,0.8670848
2023,5201405,60042552,52021440,1,2,3,1,1,0,734.5611549,0.8683027
2023,2608800,60013245,26013739,1,2,3,1,1,1,747.5444918,0.8717949
2023,3304557,60025413,33091976,1,2,3,1,1,1,749.5989,0.8717949
2023,3304557,60025413,33091975,1,2,3,1,1,1,788.5385,0.8717949
2023,1503309,60002183,15044859,1,2,3,1,1,0,737.6193114,0.8767891
2023,3203056,60022742,32030401,1,2,3,1,1,1,798.6613213,0.8776442
2023,5218789,60042214,52048580,1,2,3,1,1,1,778.0034263,0.8778569
2023,3147105,60018915,31166321,1,2,2,1,1,0,660.2537,0.8787525
2023,2909703,60017490,29047466,1,2,3,1,1,1,781.5383007,0.8788115
2023,4314308,60038327,43114256,1,2,3,1,1,0,731.5678886,0.8805656
2023,3125606,60020670,31041205,1,2,3,1,1,0,736.6902,0.8857582
2023,3143302,60021068,31075181,1,2,3,1,1,1,775.8433,0.8863677
2023,1302603,60000601,13019638,1,2,3,1,1,1,779.0431302,0.8884675
2023,1302603,60000695,13023023,1,2,2,1,1,0,698.9856501,0.8886744
2023,4202909,60035890,42014452,1,2,3,1,1,1,778.8936224,0.889059
2023,4123907,60032784,41040873,1,2,3,1,1,0,716.9251,0.88943
2023,2207702,60007211,22003292,1,2,3,1,1,0,736.404308,0.8899515
2023,3304557,60025373,33100609,1,2,3,1,1,0,623.898,0.8900684
2023,1501402,60001863,15019958,1,2,3,1,1,1,757.1784925,0.8939522
2023,4316907,60039934,43112204,1,2,3,1,1,1,767.6828134,0.8940138
2023,4113700,60032646,41082940,1,2,3,1,1,1,757.4474,0.8965965
2023,1507953,60003105,15095225,1,2,3,1,1,1,757.6172067,0.8996209
2023,3205101,60023034,32024006,1,2,3,1,1,1,784.2490663,0.9007569
2023,2704302,60014293,27024120,1,2,3,1,1,1,754.4954594,0.9012026
2023,2704302,60014293,27024105,1,2,3,1,1,0,666.1205859,0.9012026
2023,4205001,60035653,42086499,1,2,3,1,1,0,651.8017338,0.9015688
2023,2922003,60017327,29133064,1,2,3,1,1,1,772.7882303,0.901842
2023,3134905,60019138,31138099,1,2,2,1,1,1,796.4873286,0.9020301
2023,3134905,60019138,31137965,1,2,2,1,1,1,783.9157545,0.9020301
2023,3152501,60021425,31073409,1,2,3,1,1,1,749.0277,0.9027702
2023,2205201,60006865,22020697,1,2,3,1,1,1,845.7223438,0.9046996
2023,2205201,60006865,22020701,1,2,3,1,1,1,799.5753485,0.9046996
2023,3157807,60018581,31180724,1,2,3,1,1,0,741.2559,0.9055878
2023,4127007,60033619,41074434,1,2,3,1,1,1,786.7885989,0.9061673
2023,2707701,60014039,27009042,1,2,3,1,1,0,667.4502991,0.9079047
2023,3304557,60025016,33101913,1,2,3,1,1,0,734.6986,0.9096154
2023,4113700,60034712,41086580,1,2,3,1,1,1,743.2893,0.9097193
2023,2903003,60015312,29000634,1,2,3,1,1,0,704.4949763,0.9118957
2023,2905701,60016216,29101205,1,2,3,1,1,1,759.3962316,0.9125322
2023,3154606,60022508,31208070,1,2,3,1,1,0,682.5378,0.9125601
2023,2206050,60006860,22020824,1,2,3,1,1,1,760.2563089,0.9132525
2023,3304557,60024960,33103134,1,2,3,1,1,0,738.7602,0.9137599
2023,3304557,60024960,33103135,1,2,3,1,1,1,746.1035,0.9137599
2023,3122306,60021820,31069984,1,2,3,1,1,1,779.902,0.9140099
2023,1600303,60003711,16007579,1,2,3,1,1,0,710.6576069,0.9146341
2023,3304151,60026192,33074703,1,2,3,1,1,1,785.4614,0.9149696
2023,3120904,60021408,31005617,1,2,3,1,1,0,725.1654398,0.9160326
2023,3106200,60018457,31105219,1,2,3,1,1,0,696.5408689,0.916264
2023,2207702,60007139,22003273,1,2,3,1,1,1,801.3834402,0.9163662
2023,2928000,60018151,29015345,1,2,3,1,1,1,778.2149496,0.9173515
2023,2923100,60017884,29071170,1,2,3,1,1,0,740.6577419,0.9174521
2023,2103802,60005064,21051190,1,2,3,1,1,1,794.4923187,0.917515
2023,2103802,60005064,21051199,1,2,3,1,1,0,731.2984129,0.917515
2023,3143906,60019700,31170373,1,2,3,1,1,1,807.1196,0.9188134
2023,4109401,60033476,41068961,1,2,3,1,1,1,807.701771,0.9201084
2023,3118601,60018517,31065270,1,2,3,1,1,1,799.4957,0.9203144
2023,4107850,60033342,41064444,1,2,3,1,1,1,773.4478707,0.9216074
2023,3205200,60023052,32013887,1,2,3,1,1,1,802.9153339,0.9217794
2023,2924603,60017914,29097673,1,2,3,1,1,1,748.1047216,0.9235402
2023,2924603,60017914,29097675,1,2,3,1,1,0,648.6232837,0.9235402
2023,2924603,60017914,29097670,1,2,3,1,1,1,773.1593677,0.9235402
2023,4108403,60033353,41064953,1,2,3,1,1,0,738.922304,0.9238894
2023,1716208,60004071,17009708,1,2,3,1,1,1,746.4503206,0.9249493
2023,3205200,60023500,32018137,1,2,3,1,1,1,760.7460181,0.9250646
2023,1505502,60002510,15067187,1,2,3,1,1,1,749.804224,0.9254575
2023,5218805,60042103,52054719,1,2,3,1,1,1,766.399354,0.9266364
2023,2106508,60005985,21063017,1,2,3,1,1,1,801.2284136,0.9267699
2023,2106508,60005985,21063021,1,2,3,1,1,1,822.9051176,0.9267699
2023,2100477,60005984,21019071,1,2,3,1,1,0,727.515147,0.9268871
2023,2508604,60011667,25008900,1,2,3,1,1,0,709.4741088,0.928
2023,3122306,60018843,31158608,1,2,2,1,1,0,742.0960073,0.9294219
2023,2930808,60018148,29011813,1,2,3,1,1,0,737.9766856,0.9306002
2023,3304557,60025042,33085596,1,2,3,1,1,0,675.5392,0.9310345
2023,3304557,60025042,33085579,1,2,3,1,1,0,646.1978,0.9310345
2023,4104303,60032395,41029637,1,2,3,1,1,0,738.8535,0.9314488
2023,1304203,60000503,13060587,1,2,2,1,1,1,770.4630335,0.933205
2023,1304203,60000503,13060595,1,2,2,1,1,1,773.4625649,0.933205
2023,3110509,60019111,31124550,1,2,3,1,1,1,828.5145,0.9332229
2023,2306405,60009238,23062346,1,2,3,1,1,1,820.1875119,0.9333745
2023,2304707,60007303,23075157,1,2,3,1,1,1,903.60064,0.9347826
2023,3306305,60024089,33152770,1,2,3,1,1,0,704.4626678,0.9350003
2023,2112852,60005740,21036560,1,2,3,1,1,1,766.1984169,0.9361114
2023,4117107,60032251,41098342,1,2,3,1,1,1,750.763,0.9377949
2023,5219753,60042359,52077972,1,2,3,1,1,1,767.2998251,0.9387524
2023,2104800,60005947,21055371,1,2,3,1,1,0,682.8495873,0.9390403
2023,2104800,60005947,21055387,1,2,3,1,1,0,662.4588199,0.9390403
2023,3301702,60024505,33027395,1,2,3,1,1,1,749.2498,0.9395634
2023,5107925,60041435,51040952,1,2,3,1,1,1,849.88,0.94
2023,5208608,60041607,52029677,1,2,3,1,1,1,825.5433297,0.9411542
2023,2101707,60004397,21016231,1,2,3,1,1,1,765.6184926,0.9415376
2023,2701308,60013882,27033336,1,2,3,1,1,0,661.5012508,0.9427609
2023,4119152,60034072,41012010,1,2,3,1,1,1,806.1886994,0.9437668
2023,2703809,60013896,27006299,1,2,3,1,1,0,629.2763651,0.9439224
2023,2924207,60017505,29064456,1,2,3,1,1,0,694.2788755,0.9441247
2023,3118601,60018628,31080775,1,2,3,1,1,1,796.4873,0.9444645
2023,3118601,60018628,31080791,1,2,3,1,1,1,754.5525,0.9444645
2023,2109452,60006098,21002373,1,2,3,1,1,0,715.6055564,0.9448271
2023,3131307,60021153,31056631,1,2,3,1,1,1,816.3801,0.9448561
2023,2610608,60012437,26023110,1,2,3,1,1,1,793.4487248,0.9458647
2023,3135076,60020233,31014419,1,2,3,1,1,1,770.8875154,0.9461649
2023,3135076,60020233,31007614,1,2,3,1,1,0,650.8851145,0.9461649
2023,2913457,60018241,29024068,1,2,3,1,1,1,745.902666,0.947881
2023,5201108,60041640,52011680,1,2,3,1,1,1,786.4144319,0.9499695
2023,5201108,60041640,52011673,1,2,3,1,1,1,786.9356816,0.9499695
2023,2607208,60013005,26041243,1,2,3,1,1,0,724.7679026,0.9509434
2023,4205902,60035189,42038295,1,2,2,1,1,1,755.6376837,0.9512033
2023,4113908,60034613,41073407,1,2,3,1,1,1,782.0604881,0.9514592
2023,3300407,60024002,33157838,1,2,3,1,1,1,756.1336,0.9517828
2023,4113700,60032675,41084975,1,2,3,1,1,1,783.2748132,0.9518581
2023,2301208,60009381,23090142,1,2,3,1,1,0,738.0839607,0.9543798
2023,4106902,60033917,41042454,1,2,3,1,1,1,756.6439331,0.9544031
2023,2308351,60008503,23045108,1,2,3,1,1,1,792.6313934,0.9545455
2023,3106200,60022343,31101538,1,2,3,1,1,0,701.8503,0.9550174
2023,3162708,60021816,31201014,1,2,3,1,1,1,760.9741,0.9574466
2023,1100296,60000239,11016687,1,2,3,1,1,1,760.8899196,0.9578701
2023,2100600,60006072,21027067,1,2,3,1,1,1,776.3915602,0.9583406
2023,3301009,60023651,33018624,1,2,3,1,1,0,693.5159,0.9593326
2023,4318408,60039131,43023836,1,2,2,1,1,0,680.9704889,0.9594961
2023,5107925,60040804,51039676,1,2,3,1,1,1,775.43,0.96
2023,2603454,60012664,26039809,1,2,3,1,1,1,773.1734233,0.9609
2023,2603454,60012664,26039787,1,2,3,1,1,1,782.5877994,0.9609
2023,2909802,60016091,29086914,1,2,3,1,1,0,719.1266537,0.9611403
2023,4121752,60033527,41071817,1,2,3,1,1,1,771.7296,0.9615391
2023,2917201,60016835,29052833,1,2,3,1,1,0,739.3969267,0.9617831
2023,3105608,60022191,31037326,1,2,3,1,1,0,716.3323,0.9618436
2023,3105608,60022191,31037292,1,2,3,1,1,1,761.5431,0.9618436
2023,4208450,60035289,42049556,1,2,3,1,1,1,762.5825208,0.9628063
2023,3141603,60021657,31061071,1,2,3,1,1,1,826.9876,0.9645918
2023,4104808,60033127,41032318,1,2,3,1,1,1,779.0837839,0.9656575
2023,5220108,60041716,52064972,1,2,3,1,1,1,772.6216837,0.9656928
2023,2208106,60006636,22018948,1,2,3,1,1,1,752.0907686,0.9658592
2023,2302800,60009073,23088387,1,2,3,1,1,1,848.5922903,0.9666667
2023,2302800,60009073,23099853,1,2,3,1,1,1,887.8603713,0.9666667
2023,3300704,60026175,33011604,1,2,3,1,1,1,762.4558192,0.9668117
2023,2201150,60007155,22023544,1,2,3,1,1,1,767.7641992,0.968244
2023,4211900,60036652,42072753,1,2,3,1,1,0,680.6596,0.9684366
2023,4117800,60033436,41109823,1,2,3,1,1,0,715.2536231,0.9690972
2023,4115200,60032493,41091033,1,2,3,1,1,0,739.050415,0.9696291
2023,3122603,60018995,31137800,1,2,2,1,1,1,772.7688,0.9696663
2023,3303302,60024727,33056410,1,2,3,1,1,1,752.3408,0.9703977
2023,4212809,60035762,42076880,1,2,3,1,1,1,750.2837185,0.9711752
2023,1721208,60004022,17017304,1,2,3,1,1,1,762.5944048,0.9712632
2023,1721208,60004022,17017301,1,2,3,1,1,1,753.2288324,0.9712632
2023,2300408,60008451,23046634,1,2,3,1,1,1,844.940185,0.9713989
2023,3106200,60018364,31121183,1,2,2,1,1,0,738.8881,0.9714286
2023,2614402,60011823,26064681,1,2,3,1,1,1,778.8779051,0.9722992
2023,2304400,60008152,23000493,1,2,3,1,1,1,820.5347678,0.9724256
2023,3106200,60021922,31039052,1,2,2,1,1,1,826.9876,0.9724675
2023,3106200,60021922,31039051,1,2,2,1,1,1,767.8640404,0.9724675
2023,3106200,60021922,31039063,1,2,2,1,1,1,824.9539773,0.9724675
2023,1302603,60001009,13049502,1,2,2,1,1,0,660.5522589,0.9731986
2023,2917607,60017434,29036287,1,2,3,1,1,1,763.5567635,0.9741286
2023,2917607,60017434,29036303,1,2,3,1,1,1,747.1775345,0.9741286
2023,2917607,60017434,29036296,1,2,3,1,1,1,836.2323434,0.9741286
2023,2303709,60008085,23022544,1,2,3,1,1,0,662.7806357,0.9745293
2023,3305752,60024607,33034703,1,2,3,1,1,1,745.6161,0.9755528
2023,2304509,60007496,23082099,1,2,3,1,1,1,820.7634203,0.9756098
2023,4212205,60036503,42068318,1,2,3,1,1,1,770.9452,0.9756181
2023,2611606,60013182,26057435,1,2,3,1,1,1,763.6753997,0.9762397
2023,2304400,60009354,23018102,1,2,3,1,1,1,804.3388184,0.976305
2023,2904308,60016636,29034815,1,2,3,1,1,1,746.1538991,0.9763201
2023,4101002,60033294,41063698,1,2,3,1,1,1,749.9773997,0.9765468
2023,2507507,60011535,25007223,1,2,3,1,1,1,806.1455913,0.9767483
2023,4314902,60038439,43000186,1,2,3,1,1,0,705.2280995,0.9767578
2023,3303302,60024704,33055982,1,2,3,1,1,0,728.0283,0.9767674
2023,3303302,60024704,33055997,1,2,3,1,1,0,640.3318,0.9767674
2023,3127503,60022115,31019377,1,2,3,1,1,1,807.1196,0.9777038
2023,2408003,60009689,24011067,1,2,2,1,1,0,724.159176,0.9779066
2023,2918704,60016677,29036890,1,2,3,1,1,1,768.0925289,0.9781341
2023,3138203,60022110,31008589,1,2,3,1,1,1,792.5138645,0.9781517
2023,2208403,60007150,22007622,1,2,3,1,1,0,673.1366726,0.978338
2023,4321808,60039767,43035198,1,2,3,1,1,1,755.4905358,0.9784062
2023,3151800,60021355,31056506,1,2,3,1,1,0,735.6779,0.9785713
2023,3302858,60024814,33051004,1,2,3,1,1,1,761.90784,0.9788801
2023,1718840,60004016,17012736,1,2,3,1,1,0,734.7298611,0.9800443
2023,4204301,60036270,42025684,1,2,3,1,1,1,776.3651879,0.980252
2023,3113909,60020539,31183347,1,2,3,1,1,1,752.21505,0.9804698
2023,4316402,60038774,43038593,1,2,2,1,1,1,752.2977067,0.9819124
2023,1302603,60000599,13027247,1,2,3,1,1,1,753.82002,0.9820387
2023,5201405,60042584,52021839,1,2,3,1,1,0,711.6698734,0.9824142
2023,5200258,60042419,52075199,1,2,3,1,1,0,675.3712027,0.9830729
2023,3303500,60024747,33158524,1,2,3,1,1,0,676.6926,0.9831192
2023,1500107,60003255,15000933,1,2,3,1,1,1,777.9459771,0.9836127
2023,2613305,60012365,26018473,1,2,3,1,1,1,774.8385219,0.9836306
2023,2208650,60007006,22030475,1,2,3,1,1,0,714.1679049,0.9852115
2023,2903003,60015310,29000587,1,2,3,1,1,0,729.349626,0.9862745
2023,2918209,60016672,29035410,1,2,3,1,1,1,760.4059979,0.987006
2023,2933307,60016950,29131586,1,2,3,1,1,1,747.0314839,0.9886871
2023,4109401,60034442,41070859,1,2,3,1,1,1,778.8404402,0.9887004
2023,3106705,60021102,31162469,1,2,3,1,1,0,742.9109,0.9892798
2023,5103403,60040975,51010010,1,2,3,1,1,0,680.3,0.99
2023,5103403,60040975,51010014,1,2,3,1,1,1,808.18,0.99
2023,5103403,60041021,51014227,1,2,3,1,1,1,828.65,0.99
2023,1303908,60001048,13057709,1,2,3,1,1,0,684.3780413,0.9902672
2023,2304400,60009429,23001485,1,2,3,1,1,1,823.1013498,0.9909274
2023,3170107,60020440,31093481,1,2,3,1,1,0,702.5175,0.9913632
2023,4119905,60032992,41114807,1,2,3,1,1,0,680.5233174,0.9929593
2023,4119905,60032992,41114818,1,2,3,1,1,1,764.5818,0.9929593
2023,3151800,60019983,31029612,1,2,3,1,1,0,685.8568693,0.9932343
2023,3129806,60018636,31033071,1,2,3,1,1,1,786.6995,0.9943354
2023,2611101,60013460,26080096,1,2,3,1,1,1,789.5073357,0.9944783
2023,2611101,60013460,26080100,1,2,3,1,1,1,802.3238235,0.9944783
2023,2913408,60016765,29007552,1,2,3,1,1,0,738.5884956,0.9952992
2023,4309209,60037799,43073260,1,2,3,1,1,1,782.6716357,0.9961424
2023,3118601,60021930,31067050,1,2,3,1,1,0,642.9763,0.9962087
2023,2507507,60011537,25007335,1,2,3,1,1,0,679.7036682,0.997327
2023,4104204,60033852,41018977,1,2,3,1,1,1,772.0577546,0.9974647
2023,1505304,60001407,15067080,1,2,3,1,1,1,783.705645,0.9979771
2023,3170206,60020509,31115708,1,2,3,1,1,0,707.8464,0.9980542
2023,2613800,60012227,26023773,1,2,3,1,1,0,677.6750763,0.9982245
2023,4113700,60034712,41086568,1,2,3,1,1,1,801.6877404,0.9984221
2023,2700300,60013766,27007067,1,2,3,1,1,0,675.7016019,0.9991837
2023,2307809,60007344,23073273,1,2,3,1,1,1,801.9289051,0.9992593
2023,5002407,60040522,50384300,1,2,3,1,1,0,691.4,1
2024,2304400,60009166,23064554,1,2,3,1,1,1,747.74,1
2024,2306900,60008998,23018751,1,2,3,1,1,1,793.25,1
2024,2903201,60017553,29018192,1,2,3,1,1,0,693.02,1
2024,2909604,60017216,29060294,1,2,3,1,1,0,683.38,1
2024,3554201,60028711,35139521,1,2,3,1,1,0,695.2530997,1
2024,5204805,60041573,52073298,1,2,3,1,1,0,640.72,1
2023,2510907,60010603,25014842,1,2,3,1,1,0,731.0299046,1
2023,5002704,60040289,50426820,1,2,3,1,1,1,807.78,1
2023,5006606,60040454,50685880,1,2,3,1,1,1,807.78,1
2024,2307254,60007334,23041835,1,2,3,1,1,1,777.79,1
2024,2311405,60008331,23005629,1,2,3,1,1,1,819.84,1
2024,2605905,60012199,26023260,1,2,3,1,1,1,774.6,1
2024,3537305,60029478,35130989,1,2,3,1,1,1,806.3990448,1
2024,3550308,60026700,35376183,1,2,2,1,1,1,821.514298,1
2024,2101970,60005598,21021680,1,2,3,1,1,0,684.83,1
2024,2702405,60013235,27008824,1,2,3,1,1,1,789.52,1
2024,2801009,60014500,28003887,1,2,3,1,1,0,668.3,1
2024,2900702,60015607,29003005,1,2,3,1,1,0,692.4,1
2024,2919926,60017160,29146678,1,2,3,1,1,0,700.51,1
2024,3547809,60026145,35311020,1,2,3,1,1,0,736.491207,1
2024,5007109,60039997,50013480,1,2,3,1,1,1,774.62,1
2023,2104800,60005013,21054951,1,2,3,1,1,1,850.5152296,1
2023,2211001,60006498,22010932,1,2,3,1,1,0,721.5579749,1
2023,2312700,60008544,23046198,1,2,3,1,1,1,777.4754402,1
2023,2801306,60014592,28141437,1,2,3,1,1,0,629.84,1
2023,5007406,60040229,50702280,1,2,3,1,1,1,781.96,1
2024,2304400,60009446,23020994,1,2,3,1,1,1,841.8,1
2024,2313351,60007800,23069224,1,2,3,1,1,1,831.71,1
2024,2900702,60015594,29002095,1,2,3,1,1,0,693.02,1
2024,2919207,60015929,29136420,1,2,3,1,1,1,776.69,1
2024,2932903,60017747,29259483,1,2,3,1,1,0,734.24,1
2024,5003256,60039746,50017098,1,2,3,1,1,0,680.21,1
2023,5106109,60041027,51045575,1,2,3,1,1,1,787.51,1
2024,1304237,60000694,13026547,1,2,3,1,1,0,675.54,1
2024,2304400,60008954,23037020,1,2,3,1,1,0,674.94,1
2024,2613305,60012021,26016428,1,2,3,1,1,1,776.21,1
2024,2919553,60017808,29143776,1,2,3,1,1,0,720.13,1
2024,2933307,60016612,29264979,1,2,3,1,1,1,774.56,1
2023,5003157,60040469,50513220,1,2,3,1,1,1,776.43,1
2024,2207900,60006613,22005975,1,2,3,1,1,0,689.56,1
2024,2308906,60007354,23018024,1,2,3,1,1,1,871.26,1
2024,2611101,60011605,26069930,1,2,3,1,1,1,763.5,1
2024,2703007,60013507,27010264,1,2,3,1,1,1,743.02,1
2024,2900702,60015593,29001998,1,2,3,1,1,1,758.96,1
2024,2908408,60015507,29054929,1,2,3,1,1,1,756.44,1
2024,2909901,60014730,29062172,1,2,3,1,1,0,739.63,1
2024,2925956,60015301,29184553,1,2,3,1,1,0,741.2,1
2024,3506003,60031689,35025639,1,2,2,1,1,0,683.9920566,1
2024,3509502,60031782,35048032,1,2,2,1,1,1,748.0014653,1
2024,4117701,60032514,41064133,1,2,3,1,1,1,765.98,1
2023,2610301,60012311,26014085,1,2,3,1,1,0,717.6255818,1
2024,2308104,60009470,23068915,1,2,3,1,1,0,700.1,1
2024,2308500,60008401,23032766,1,2,3,1,1,1,847.87,1
2024,2907707,60017175,29052485,1,2,3,1,1,0,681.47,1
2024,3131604,60021268,31009504,1,2,3,1,1,1,765.62,1
2024,3502507,60030860,35067364,1,2,3,1,1,0,692.8009497,1
2024,3534708,60029378,35129081,1,2,3,1,1,1,758.7605722,1
2024,3549904,60027100,35189811,1,2,3,1,1,1,806.3990448,1
2024,3550308,60026612,35428895,1,2,2,1,1,1,796.360933,1
2024,5002951,60039743,50032457,1,2,3,1,1,0,623.48,1
2023,5006200,60040508,50653100,1,2,3,1,1,1,822.79,1
2023,5003702,60040632,50564570,1,2,3,1,1,0,663.42,1
2024,2301901,60009150,23019732,1,2,3,1,1,1,816.71,1
2024,2707206,60013275,27024725,1,2,3,1,1,1,789.11,1
2024,2930105,60014962,29238086,1,2,3,1,1,0,703.93,1
2024,3133303,60019880,31151422,1,2,3,1,1,0,705.99,1
2024,3136900,60021158,31142036,1,2,3,1,1,1,770.09,1
2024,3504404,60029477,35130301,1,2,3,1,1,1,821.514298,1
2023,2307650,60009253,23028470,1,2,3,1,1,1,878.4035663,1
